# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items	category
GO:0045182	MF	e	translation regulator activity	14/4441	18/19370	1.2807900597469136e-06	1	14	0.0004226295504207406	16, 2332, 2475, 6134, 6203, 6208, 7555, 8087, 9513, 9775, 10642, 10643, 10644, 23191	MAPTAC_class_I
GO:0003684	MF	e	damaged DNA binding	35/4441	60/19370	1.318422405462698e-06	5	35	0.0004226295504207406	328, 672, 1387, 1642, 1643, 2033, 2067, 2068, 2071, 2189, 2237, 2547, 3146, 4350, 4683, 4968, 5111, 5424, 5429, 5810, 5886, 5887, 6117, 6118, 6119, 6188, 6996, 7520, 8450, 9937, 10721, 11284, 54840, 55247, 56852	MAPTAC_class_I
GO:0003730	MF	e	mRNA 3'-UTR binding	41/4441	76/19370	1.4340365700850788e-06	6	41	0.0004226295504207406	1153, 1429, 1655, 1994, 2332, 3181, 3183, 3192, 5042, 5073, 5937, 6125, 6201, 7073, 7157, 8087, 8531, 8761, 9513, 9698, 9810, 10236, 10642, 10643, 10644, 10658, 22948, 23367, 23369, 23435, 25929, 26135, 26156, 26986, 54715, 56254, 64852, 79048, 84294, 113251, 170506	MAPTAC_class_I
GO:0003690	MF	e	double-stranded DNA binding	50/4441	98/19370	1.493473208941551e-06	5	50	0.0004226295504207406	1407, 1660, 1956, 2237, 2547, 2956, 2968, 3068, 3146, 3149, 3192, 3428, 4137, 4436, 4904, 5468, 5591, 5888, 5937, 5981, 6304, 6419, 6667, 6772, 6996, 7150, 7520, 8971, 10084, 10269, 10621, 10635, 11144, 11168, 11284, 22944, 23261, 23383, 23435, 24138, 27332, 54840, 55247, 55601, 57599, 83932, 84057, 84717, 85364, 130916	MAPTAC_class_I
GO:0003678	MF	e	DNA helicase activity	26/4441	47/19370	1.5481225871486568e-06	5	26	0.0004226295504207406	546, 1105, 1106, 1107, 1108, 1660, 2068, 2547, 2963, 3508, 4173, 4175, 4176, 5965, 7520, 8607, 9557, 10111, 10146, 10856, 23064, 23132, 54821, 57680, 80205, 170506	MAPTAC_class_I
GO:0008134	MF	e	transcription factor binding	82/4441	193/19370	1.616709107766398e-06	3	82	0.0004226295504207406	118, 142, 190, 196, 322, 323, 405, 595, 708, 904, 1387, 1460, 1499, 1649, 1870, 1874, 2033, 2295, 2296, 2316, 2624, 2627, 2648, 2957, 2958, 2959, 2962, 3065, 3066, 3091, 3146, 3204, 3428, 3508, 3725, 3726, 4609, 4733, 4792, 5089, 5292, 5467, 5468, 5469, 5591, 5705, 5716, 5798, 5925, 5933, 6597, 6667, 6882, 6929, 6938, 7024, 7027, 7029, 7157, 7329, 7874, 8543, 9181, 9817, 10001, 10284, 10514, 11315, 22984, 23028, 26043, 27043, 28951, 50855, 54828, 54880, 55787, 81857, 161882, 219541, 221656, 340061	MAPTAC_class_I
GO:0051082	MF	e	unfolded protein binding	52/4441	110/19370	1.7755359469482734e-06	3	52	0.0004226295504207406	811, 821, 871, 908, 1191, 3300, 3301, 3309, 3312, 3313, 3320, 3329, 3336, 4869, 5201, 5203, 5204, 5478, 5479, 6687, 6782, 6950, 7184, 7203, 7411, 8208, 9804, 10036, 10471, 10525, 10574, 10575, 10576, 10694, 10726, 10728, 10772, 10856, 11140, 22937, 22948, 23386, 26515, 27248, 51103, 55027, 55164, 55757, 56886, 84317, 84447, 91147	MAPTAC_class_I
GO:0051015	MF	e	actin filament binding	83/4441	211/19370	2.0515923316880103e-06	5	83	0.0004226295504207406	25, 81, 87, 118, 119, 309, 832, 1495, 1627, 1938, 1956, 2314, 2316, 2317, 2318, 2483, 2934, 3092, 3927, 4430, 4622, 4627, 4628, 4641, 4642, 4644, 4646, 4651, 4703, 5357, 5358, 5756, 6840, 6876, 7094, 7168, 7169, 7171, 7273, 7429, 7430, 8522, 8727, 8736, 8826, 9463, 9948, 10083, 10092, 10093, 10094, 10095, 10097, 10109, 10552, 10788, 10979, 11344, 22989, 23164, 23191, 23224, 23345, 23499, 26258, 28988, 51474, 55607, 57175, 57619, 64601, 79784, 80179, 81873, 83660, 84168, 84962, 126353, 127294, 128239, 199953, 283431, 399687	MAPTAC_class_I
GO:0031267	MF	e	small GTPase binding	98/4441	258/19370	2.1220885819439064e-06	5	98	0.0004226295504207406	332, 396, 537, 857, 1104, 1121, 1434, 1613, 1894, 2059, 2316, 2665, 2803, 3837, 3842, 3843, 4218, 4641, 4644, 5585, 5586, 5876, 5902, 5903, 5905, 6093, 6653, 7126, 7249, 7514, 8301, 8531, 8826, 8936, 9181, 9321, 9578, 9648, 9853, 9910, 10048, 10059, 10397, 10519, 10526, 10527, 10788, 11069, 11214, 22836, 22870, 22930, 22999, 23032, 23062, 23077, 23191, 23214, 23299, 23534, 23647, 25924, 26985, 26999, 27352, 29881, 29941, 50855, 51194, 51196, 51479, 51571, 54206, 54662, 55654, 55705, 55770, 55845, 55920, 56882, 57679, 60412, 64423, 79711, 79803, 79890, 80223, 81624, 83871, 85369, 85440, 94121, 94122, 123720, 128239, 149371, 163486, 201294	MAPTAC_class_I
GO:0003735	MF	e	structural constituent of ribosome	90/4441	158/19370	2.2305473336282e-06	2	90	0.0004226295504207406	740, 3921, 4736, 6122, 6124, 6125, 6128, 6129, 6130, 6132, 6133, 6134, 6136, 6137, 6138, 6141, 6142, 6143, 6144, 6147, 6152, 6155, 6156, 6157, 6158, 6159, 6160, 6161, 6164, 6165, 6168, 6169, 6176, 6181, 6183, 6187, 6188, 6189, 6193, 6194, 6201, 6202, 6203, 6204, 6205, 6206, 6207, 6208, 6209, 6210, 6217, 6218, 6222, 6223, 6227, 6228, 6229, 6233, 6234, 6235, 7818, 9045, 9349, 9553, 9636, 10884, 11224, 23521, 25873, 51021, 51081, 51187, 51253, 51258, 51318, 51373, 55052, 64928, 64951, 64960, 64969, 64975, 64979, 65993, 78988, 116832, 128308, 200916, 219927, 285855	MAPTAC_class_I
GO:0003697	MF	e	single-stranded DNA binding	56/4441	107/19370	2.3420130955852938e-06	5	56	0.0004226295504207406	301, 675, 1660, 2067, 3146, 3178, 3192, 3329, 3508, 4137, 4171, 4172, 4173, 4174, 4175, 4176, 4292, 4436, 4437, 4830, 4904, 5093, 5094, 5422, 5436, 5437, 5886, 5887, 5888, 5937, 6117, 6118, 6119, 6419, 7150, 7555, 8880, 8939, 9361, 10051, 10592, 10623, 10635, 11144, 51729, 54840, 55086, 55247, 55388, 56852, 56941, 57599, 78995, 83932, 84515, 170506	MAPTAC_class_I
GO:0047485	MF	e	protein N-terminus binding	51/4441	107/19370	2.3420130955852938e-06	3	51	0.0004226295504207406	51, 142, 1459, 1647, 2035, 2068, 2071, 2074, 2967, 3065, 3397, 3516, 3646, 4193, 4331, 4683, 4869, 5501, 6118, 6227, 6386, 6597, 6599, 6812, 6882, 6895, 7157, 8648, 8815, 9368, 9612, 10611, 10933, 11130, 11235, 11267, 23256, 23383, 23424, 23524, 23613, 25764, 27043, 51164, 54840, 55770, 60412, 79718, 84313, 90293, 112942	MAPTAC_class_I
GO:0016887	MF	e	ATP hydrolysis activity	126/4441	269/19370	2.4036897642787133e-06	7	126	0.0004226295504207406	21, 476, 493, 509, 546, 547, 1105, 1106, 1107, 1108, 1653, 1655, 1656, 1659, 1660, 1662, 1665, 1973, 1974, 2068, 2071, 2074, 2963, 3309, 3312, 3313, 3320, 3329, 3508, 3799, 3833, 3835, 4171, 4172, 4173, 4174, 4175, 4176, 4292, 4343, 4622, 4931, 5378, 5524, 5825, 5965, 6782, 7415, 8449, 8467, 8607, 8886, 9188, 9361, 9557, 9585, 9716, 9775, 9785, 9879, 10112, 10146, 10212, 10749, 10847, 10856, 10973, 11004, 11056, 11104, 11325, 22836, 22880, 22907, 22985, 23020, 23095, 23132, 23200, 23303, 23347, 23400, 23456, 23517, 23586, 27348, 51428, 51606, 54505, 54555, 54606, 54821, 55601, 55605, 55614, 55760, 56897, 56919, 57062, 57130, 57205, 57647, 57674, 57680, 57696, 63971, 63979, 64135, 64222, 64794, 64848, 79572, 79665, 80007, 80179, 80205, 81570, 84515, 84896, 90957, 91351, 91607, 92797, 166378, 170506, 374654	MAPTAC_class_I
GO:0004842	MF	e	ubiquitin-protein transferase activity	98/4441	229/19370	2.4451768709545312e-06	4	98	0.0004226295504207406	267, 331, 373, 672, 997, 1643, 4008, 4193, 4591, 5193, 5371, 5987, 6045, 6400, 6477, 7126, 7318, 7319, 7320, 7706, 8450, 8452, 8453, 8697, 8916, 8925, 9040, 9666, 9810, 9867, 9903, 10075, 10155, 10210, 10293, 10296, 10299, 10616, 11065, 11236, 11342, 22954, 23014, 23291, 23321, 23327, 23352, 25793, 25820, 26001, 26091, 26233, 26234, 26259, 26260, 26263, 26272, 27252, 27338, 27339, 29128, 29945, 51132, 51191, 51514, 54880, 55072, 55120, 55128, 55182, 55632, 55743, 55958, 56254, 57154, 57448, 57534, 57674, 63891, 64777, 79594, 79654, 80204, 80829, 81844, 83892, 84231, 84282, 85363, 90293, 115426, 130507, 131405, 143279, 149603, 151525, 151636, 197370	MAPTAC_class_I
GO:0019904	MF	e	protein domain specific binding	110/4441	245/19370	2.460434806214447e-06	3	110	0.0004226295504207406	190, 375, 387, 476, 835, 890, 1017, 1111, 1460, 1656, 1676, 1822, 1874, 2067, 2114, 2181, 2475, 2773, 2962, 3091, 3178, 3190, 3309, 3382, 3399, 3643, 3675, 3781, 3837, 3897, 4193, 4291, 4627, 4642, 4670, 4747, 4926, 5007, 5501, 5534, 5573, 5576, 5591, 5912, 5981, 6497, 6500, 6730, 6812, 6996, 7027, 7029, 7150, 7415, 7430, 7431, 7453, 7474, 7514, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 8554, 8660, 8683, 8826, 9125, 9135, 9218, 9221, 9463, 9798, 9968, 10474, 10657, 11124, 11190, 23019, 23129, 23405, 23613, 23647, 28988, 30846, 53407, 54875, 55607, 55823, 55920, 57132, 57661, 57669, 58506, 81559, 117178, 121504, 129531, 130026, 143098, 203068, 554313	MAPTAC_class_I
GO:0044877	MF	e	protein-containing complex binding	131/4441	361/19370	2.5057114999794232e-06	2	131	0.0004226295504207406	163, 322, 328, 521, 522, 595, 824, 857, 1019, 1026, 1028, 1147, 1191, 1211, 1373, 1642, 1643, 1785, 2027, 2074, 2200, 2547, 2643, 2730, 2743, 2782, 2783, 2885, 2983, 3030, 3192, 3416, 3643, 3655, 3673, 3688, 3725, 3728, 3914, 3987, 4035, 4131, 4261, 4609, 4697, 4702, 4747, 4926, 4976, 5050, 5082, 5111, 5214, 5250, 5354, 5469, 5501, 5520, 5530, 5562, 5590, 5621, 5903, 6188, 6386, 6711, 6720, 6814, 7014, 7037, 7289, 7353, 7391, 7520, 7538, 8453, 8648, 8867, 8878, 9039, 9114, 9368, 9531, 9578, 9612, 9798, 9810, 9818, 9862, 9894, 9915, 10059, 10134, 10454, 10657, 10972, 10998, 11315, 22796, 22937, 23256, 23450, 23468, 23636, 25942, 26060, 27133, 29888, 51160, 54984, 55670, 55845, 56852, 57521, 58525, 59345, 65057, 79139, 79618, 83540, 84268, 84271, 85456, 92797, 151963, 153090, 167691, 192683, 197259, 203068, 389362	MAPTAC_class_I
GO:0003729	MF	e	mRNA binding	110/4441	207/19370	2.5579243180747863e-06	5	110	0.0004226295504207406	677, 708, 811, 1478, 1479, 1656, 1660, 1719, 1797, 1973, 1981, 1982, 1994, 2332, 2926, 3069, 3182, 3190, 3191, 4670, 4686, 4858, 4904, 4928, 5093, 5094, 5725, 6129, 6152, 6187, 6188, 6193, 6207, 6430, 6625, 6631, 6829, 7175, 7536, 7538, 7555, 7884, 8563, 8570, 8629, 8661, 8672, 8880, 8894, 8939, 9444, 9698, 9716, 9775, 9877, 9908, 9933, 9939, 9991, 10146, 10236, 10247, 10432, 10492, 10642, 10643, 10644, 10657, 10658, 10949, 11030, 11051, 11066, 11171, 11224, 11315, 22828, 22950, 23013, 23277, 23283, 23369, 23424, 23451, 23521, 23524, 25819, 26097, 51081, 51247, 51441, 51639, 54502, 54542, 54715, 55095, 55544, 56919, 57187, 57523, 57721, 58155, 58517, 83939, 84248, 84271, 91746, 92906, 125950, 220988	MAPTAC_class_I
GO:0045296	MF	e	cadherin binding	156/4441	315/19370	2.6293393355716825e-06	4	156	0.0004226295504207406	118, 226, 288, 471, 682, 832, 989, 1265, 1495, 1499, 1501, 1627, 1656, 1937, 1938, 1956, 1968, 1969, 1982, 1983, 2011, 2023, 2060, 2194, 2316, 2317, 2801, 3054, 3069, 3190, 3309, 3312, 3646, 3655, 3688, 3728, 3799, 3895, 3927, 3939, 4430, 4627, 4735, 5093, 5214, 5318, 5339, 5586, 5756, 5787, 5901, 5902, 5905, 5917, 6128, 6130, 6138, 6147, 6152, 6159, 6164, 6187, 6642, 6709, 6711, 6712, 6772, 7082, 7094, 7112, 7414, 7430, 7458, 7706, 8301, 8407, 8496, 8607, 8615, 8727, 8826, 8971, 9045, 9133, 9217, 9218, 9351, 9531, 9689, 9793, 9798, 9973, 10163, 10190, 10226, 10397, 10399, 10528, 10598, 10606, 10652, 10694, 10726, 10755, 10801, 10985, 11252, 11273, 11313, 11315, 11336, 11344, 22827, 22919, 23042, 23164, 23367, 23499, 23513, 23647, 23670, 26130, 26135, 26156, 27044, 27131, 28988, 30844, 51400, 51429, 51474, 51510, 54443, 54505, 54874, 55324, 55357, 55379, 55833, 55898, 56904, 57142, 57175, 57410, 57496, 57650, 64837, 64855, 79026, 81624, 83874, 83939, 85456, 143098, 151963, 153090	MAPTAC_class_I
GO:0008017	MF	e	microtubule binding	101/4441	254/19370	2.6988551154520357e-06	5	101	0.0004226295504207406	324, 332, 403, 547, 667, 889, 1062, 1063, 1070, 1266, 1639, 1785, 1808, 2332, 2339, 2597, 2801, 3799, 3832, 3833, 3835, 4130, 4131, 4134, 4137, 4281, 4599, 4733, 4744, 4926, 4968, 4976, 5048, 5347, 5621, 6101, 6188, 7430, 7840, 8409, 9055, 9181, 9217, 9218, 9448, 9585, 9787, 9793, 10018, 10059, 10112, 10397, 10615, 10749, 10841, 10982, 11004, 11076, 11104, 11345, 22974, 23095, 23122, 23172, 23303, 23332, 27072, 27436, 29127, 29911, 51119, 51203, 51308, 51361, 54801, 55605, 55614, 55755, 55920, 56890, 57519, 57821, 63971, 79187, 79768, 80346, 81610, 84376, 84722, 85459, 91978, 93323, 114791, 123720, 157922, 221035, 283431, 285753, 348235, 374654, 440193	MAPTAC_class_I
GO:0003713	MF	e	transcription coactivator activity	101/4441	231/19370	2.766025042248133e-06	3	101	0.0004226295504207406	25, 81, 322, 328, 473, 672, 1387, 1499, 1660, 1859, 2033, 2648, 3054, 3146, 3728, 4261, 4591, 4831, 4869, 4928, 5092, 5253, 5469, 5927, 5987, 6597, 6598, 6599, 6878, 6880, 6882, 7041, 7706, 8031, 8204, 8289, 8607, 8648, 8692, 8721, 8805, 9112, 9124, 9189, 9219, 9282, 9321, 9325, 9412, 9439, 9442, 9500, 9794, 9830, 9862, 9968, 10001, 10011, 10025, 10084, 10155, 10474, 10589, 10600, 10629, 10847, 10915, 10987, 11030, 11243, 11315, 22954, 23076, 23326, 23476, 23568, 24148, 25937, 25942, 26292, 27005, 27097, 27324, 29915, 56254, 56943, 57178, 57492, 57496, 57591, 57658, 58508, 64855, 79960, 81550, 81603, 84159, 84193, 85363, 163732, 171023	MAPTAC_class_I
GO:0008022	MF	e	protein C-terminus binding	76/4441	189/19370	3.0397587968115564e-06	3	76	0.0004344893944732904	25, 667, 675, 991, 1063, 1499, 1601, 1613, 2033, 2035, 2067, 2068, 2071, 2074, 2335, 2547, 3339, 3397, 4085, 4261, 4288, 4436, 4641, 4691, 4747, 4926, 5111, 5193, 5213, 5245, 5468, 5501, 5562, 5888, 6386, 6477, 6494, 6667, 6721, 6993, 7014, 7153, 7155, 7430, 7520, 7874, 8554, 8777, 8815, 8867, 9223, 9351, 9409, 9463, 9656, 9968, 10055, 10519, 11073, 11190, 11267, 22919, 23119, 23215, 23328, 23421, 23426, 26986, 28988, 51588, 54715, 55607, 55670, 57658, 84759, 114327	MAPTAC_class_I
GO:0019899	MF	e	enzyme binding	144/4441	369/19370	3.264641639228188e-06	3	144	0.0004404200385530834	142, 143, 287, 332, 351, 463, 590, 595, 613, 672, 790, 824, 835, 857, 991, 1385, 1499, 1655, 1718, 1785, 1956, 1962, 1977, 2335, 2633, 2956, 3065, 3066, 3091, 3276, 3309, 3312, 3329, 3690, 3725, 3837, 3920, 4137, 4171, 4193, 4281, 4292, 4436, 4437, 4792, 4830, 4831, 5074, 5094, 5111, 5245, 5261, 5378, 5424, 5468, 5530, 5532, 5580, 5591, 5609, 5888, 5982, 5985, 6118, 6187, 6188, 6262, 6272, 6301, 6634, 6772, 6829, 6895, 7009, 7011, 7014, 7114, 7153, 7155, 7157, 7259, 7273, 7289, 7329, 7391, 7538, 8312, 8548, 8554, 8614, 8648, 8692, 8815, 8878, 9217, 9451, 9463, 9555, 9657, 9659, 9761, 10048, 10093, 10277, 10299, 10399, 10577, 10987, 11001, 11100, 11315, 11338, 22985, 23028, 23186, 23326, 23345, 23476, 25814, 25988, 27430, 29894, 51196, 51596, 54517, 54625, 54908, 55100, 55122, 55388, 56259, 57515, 64422, 64852, 79005, 79968, 80351, 83752, 83933, 84515, 85456, 93974, 115752, 151636	MAPTAC_class_I
GO:0019901	MF	e	protein kinase binding	177/4441	467/19370	3.4085346727502807e-06	5	177	0.0004404200385530834	102, 119, 142, 162, 287, 324, 387, 396, 468, 476, 493, 595, 598, 857, 890, 891, 894, 896, 904, 987, 988, 994, 995, 998, 1026, 1029, 1164, 1213, 1407, 1464, 1499, 1639, 1785, 1917, 1938, 1956, 1994, 2181, 2305, 2309, 2475, 2627, 2801, 2885, 2932, 3091, 3315, 3611, 3654, 3728, 3832, 3987, 3996, 4137, 4218, 4436, 4744, 4869, 5073, 5170, 5335, 5347, 5422, 5500, 5501, 5571, 5580, 5590, 5606, 5609, 5611, 5747, 5777, 5788, 5796, 5859, 5987, 6188, 6194, 6197, 6201, 6223, 6464, 6497, 6720, 6790, 6812, 7037, 7157, 7273, 7391, 7402, 7443, 7453, 7538, 8312, 8660, 8826, 8878, 9055, 9325, 9555, 9564, 9794, 9830, 9886, 9892, 9894, 9900, 10018, 10040, 10112, 10519, 10540, 10716, 10723, 10783, 10949, 10979, 10982, 10985, 11113, 11124, 11140, 11152, 11188, 11190, 11200, 11235, 22836, 22919, 22974, 23218, 23303, 23328, 23376, 23645, 25793, 25998, 26574, 27013, 29127, 51002, 51094, 51135, 51400, 51530, 51564, 51755, 54206, 54875, 55011, 55125, 55128, 55250, 55607, 55755, 55770, 55920, 57521, 65065, 65125, 79155, 81610, 84978, 85363, 85369, 91754, 114790, 146691, 150094, 153090, 197259, 253260, 286077, 340061, 100133941	MAPTAC_class_I
GO:0031625	MF	e	ubiquitin protein ligase binding	120/4441	295/19370	3.4736524528348833e-06	5	120	0.0004404200385530834	71, 292, 322, 324, 527, 550, 672, 811, 819, 1026, 1152, 1191, 1956, 2065, 2821, 2932, 3091, 3301, 3309, 3312, 3313, 3320, 3329, 3725, 4067, 4193, 4281, 4287, 4591, 4720, 4792, 5036, 5094, 5187, 5371, 5573, 5576, 5684, 5707, 5905, 5925, 6118, 6125, 6233, 6497, 6596, 6790, 6923, 6950, 7009, 7157, 7167, 7319, 7320, 7345, 7414, 7415, 7520, 7874, 7917, 8312, 8325, 8450, 8452, 8453, 8548, 8554, 8878, 8883, 8924, 9099, 9349, 9470, 9532, 9636, 9810, 9820, 9927, 10059, 10155, 10188, 10576, 10628, 10783, 11124, 11160, 11200, 11345, 22926, 23111, 23113, 23197, 23586, 25793, 25820, 26043, 28951, 29882, 51429, 51465, 51528, 51588, 55072, 55120, 55666, 56254, 56852, 57142, 64112, 79139, 79594, 79899, 81502, 84959, 92714, 118424, 155061, 171392, 203068, 340061	MAPTAC_class_I
GO:0003682	MF	e	chromatin binding	157/4441	417/19370	3.920206358237955e-06	2	157	0.0004825120659264549	322, 473, 546, 661, 904, 1051, 1058, 1059, 1063, 1104, 1164, 1387, 1460, 1499, 1653, 1789, 1820, 1956, 2033, 2074, 2332, 2551, 2624, 2627, 2648, 2737, 2956, 3054, 3066, 3070, 3192, 3516, 3720, 4089, 4292, 4436, 4591, 4673, 4841, 4869, 4904, 4998, 5089, 5111, 5422, 5424, 5426, 5431, 5468, 5469, 5562, 5585, 5885, 5888, 5901, 5976, 6045, 6046, 6322, 6421, 6472, 6498, 6720, 6829, 6873, 7150, 7153, 7155, 7157, 7175, 7259, 7343, 7468, 7469, 8208, 8243, 8314, 8409, 8648, 8805, 8888, 9112, 9126, 9612, 9768, 9869, 9918, 9968, 10036, 10051, 10155, 10592, 10721, 10735, 10782, 11051, 11128, 11169, 22880, 22893, 22907, 22955, 23028, 23186, 23272, 23309, 23310, 23314, 23394, 23397, 23476, 23636, 25885, 25942, 25988, 26057, 26147, 26155, 27043, 27324, 51053, 51564, 54623, 54828, 54840, 54969, 55193, 55252, 55870, 56254, 56943, 57585, 57634, 57680, 64061, 79576, 79809, 79892, 80173, 80335, 81550, 81620, 83746, 84515, 84629, 84656, 84962, 90381, 90993, 114785, 116138, 148398, 171023, 221656, 222229, 346171, 353274	MAPTAC_class_I
GO:0017025	MF	e	TBP-class protein binding	17/4441	26/19370	4.608388598508086e-06	5	17	0.0005235838430766495	196, 2957, 2958, 2959, 2972, 5700, 5701, 5705, 6882, 8607, 9014, 9044, 10589, 10856, 23066, 55689, 55832	MAPTAC_class_I
GO:0003677	MF	e	DNA binding	320/4441	919/19370	5.285364442317348e-06	4	320	0.0005854862460977044	12, 25, 103, 142, 143, 196, 328, 334, 351, 468, 545, 546, 661, 672, 677, 811, 862, 904, 988, 1051, 1058, 1059, 1105, 1106, 1107, 1108, 1407, 1642, 1643, 1649, 1653, 1660, 1774, 1777, 1786, 1789, 1820, 1870, 1874, 2033, 2067, 2071, 2074, 2114, 2119, 2122, 2237, 2294, 2295, 2296, 2309, 2547, 2909, 2957, 2961, 2962, 2963, 2969, 2975, 2976, 3164, 3190, 3192, 3280, 3431, 3508, 3516, 3608, 3609, 3615, 3665, 3720, 3725, 3726, 3835, 3930, 3978, 3980, 4066, 4089, 4137, 4171, 4172, 4176, 4288, 4291, 4436, 4609, 4798, 4802, 4831, 4841, 4904, 4924, 4998, 5371, 5378, 5411, 5422, 5424, 5425, 5426, 5431, 5432, 5439, 5441, 5467, 5468, 5514, 5558, 5927, 5965, 5981, 5982, 5983, 5984, 5985, 5987, 5991, 6018, 6128, 6129, 6188, 6209, 6419, 6421, 6596, 6597, 6598, 6621, 6651, 6657, 6663, 6666, 6667, 6720, 6749, 6830, 6838, 6878, 6880, 6909, 6917, 6929, 6944, 6996, 7023, 7024, 7073, 7112, 7150, 7153, 7155, 7157, 7181, 7520, 7538, 7584, 7763, 7913, 8242, 8243, 8289, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 8467, 8554, 8570, 8629, 8638, 8721, 8815, 8930, 9044, 9131, 9141, 9202, 9203, 9328, 9330, 9533, 9555, 9592, 9612, 9640, 9774, 9869, 9933, 9972, 10001, 10011, 10075, 10084, 10111, 10146, 10155, 10210, 10363, 10589, 10620, 10629, 10635, 10657, 10765, 10773, 10847, 11073, 11128, 11144, 11169, 22827, 22847, 22850, 22882, 22944, 22980, 23013, 23014, 23036, 23064, 23089, 23119, 23126, 23132, 23144, 23347, 23394, 23405, 23583, 23626, 23649, 25885, 25909, 25942, 25988, 26147, 26993, 27245, 29844, 29956, 50809, 51106, 51203, 51507, 51588, 51663, 51720, 53615, 54542, 54821, 54870, 54921, 54971, 55010, 55081, 55193, 55215, 55252, 55506, 55646, 55703, 55870, 56897, 56906, 56957, 57410, 57492, 57585, 57599, 57634, 57680, 58486, 58508, 64135, 64215, 64425, 79968, 80205, 80233, 81620, 81789, 84159, 84172, 84256, 84444, 84627, 84656, 84667, 84883, 85441, 91012, 92675, 115426, 116447, 121504, 124944, 144108, 153527, 161725, 161882, 171023, 171392, 196528, 201299, 253782, 284695, 387103, 388610, 399687, 554313	MAPTAC_class_I
GO:0042802	MF	e	identical protein binding	441/4441	1491/19370	5.988263624303031e-06	3	441	0.0006296440410472983	31, 71, 128, 142, 158, 214, 226, 262, 267, 301, 309, 327, 331, 332, 333, 334, 351, 360, 373, 435, 440, 468, 547, 581, 586, 590, 598, 610, 664, 665, 673, 675, 790, 835, 857, 892, 949, 972, 974, 978, 989, 998, 1075, 1196, 1198, 1234, 1277, 1374, 1385, 1429, 1460, 1495, 1503, 1613, 1635, 1649, 1659, 1725, 1728, 1808, 1820, 1859, 1956, 1967, 1981, 2022, 2027, 2058, 2065, 2098, 2194, 2200, 2317, 2332, 2335, 2475, 2582, 2597, 2617, 2633, 2643, 2733, 2752, 2762, 2801, 2812, 2885, 2923, 2937, 3035, 3054, 3064, 3104, 3156, 3164, 3183, 3187, 3190, 3192, 3251, 3276, 3298, 3315, 3320, 3397, 3430, 3437, 3508, 3550, 3572, 3615, 3654, 3690, 3725, 3735, 3799, 3939, 3945, 3949, 3956, 4085, 4089, 4094, 4097, 4137, 4144, 4175, 4193, 4233, 4257, 4259, 4281, 4282, 4289, 4599, 4627, 4681, 4685, 4691, 4733, 4747, 4779, 4792, 4830, 4831, 4841, 5019, 5048, 5050, 5091, 5092, 5108, 5111, 5130, 5213, 5214, 5304, 5347, 5445, 5468, 5621, 5688, 5702, 5706, 5710, 5721, 5723, 5793, 5805, 5832, 5836, 5888, 5925, 5987, 6091, 6129, 6223, 6240, 6262, 6385, 6386, 6396, 6470, 6477, 6491, 6497, 6502, 6566, 6606, 6607, 6626, 6642, 6652, 6663, 6667, 6675, 6772, 6778, 6812, 6885, 6895, 6897, 6900, 6993, 7037, 7045, 7057, 7083, 7126, 7157, 7159, 7168, 7169, 7171, 7174, 7264, 7272, 7273, 7283, 7371, 7375, 7378, 7391, 7415, 7429, 7430, 7431, 7536, 7784, 7884, 8192, 8312, 8379, 8452, 8481, 8527, 8665, 8694, 8726, 8736, 8767, 8815, 8832, 8878, 8898, 8904, 8989, 9039, 9043, 9074, 9080, 9099, 9111, 9129, 9188, 9189, 9319, 9351, 9353, 9361, 9451, 9463, 9500, 9513, 9532, 9589, 9648, 9802, 9817, 9818, 9958, 9972, 9976, 10021, 10036, 10059, 10111, 10165, 10188, 10197, 10212, 10243, 10247, 10293, 10363, 10367, 10403, 10419, 10436, 10488, 10489, 10540, 10549, 10589, 10606, 10616, 10657, 10691, 10755, 10768, 10856, 10915, 10982, 11051, 11073, 11144, 11164, 11188, 11200, 11252, 11315, 11339, 11340, 22803, 22827, 22882, 22903, 22919, 22926, 22954, 23020, 23064, 23077, 23184, 23204, 23219, 23344, 23435, 23468, 23534, 23549, 23586, 23604, 23647, 23770, 24148, 25814, 25870, 25874, 25923, 26060, 26061, 26121, 26205, 26258, 26353, 27072, 27086, 27339, 27348, 27433, 29128, 29911, 29968, 29978, 30846, 51075, 51094, 51148, 51181, 51278, 51361, 51429, 51562, 51637, 53339, 53834, 54069, 54471, 54974, 55054, 55072, 55122, 55128, 55151, 55388, 55607, 55646, 55669, 55845, 55847, 55975, 56254, 56262, 56852, 56897, 56904, 57120, 57132, 57175, 57407, 57524, 57679, 57684, 58496, 59349, 60490, 64135, 64225, 64841, 64926, 65983, 79139, 79187, 79188, 79594, 79618, 79717, 79834, 79837, 80007, 80146, 80184, 80896, 81603, 83892, 84245, 84282, 84376, 84823, 84959, 85363, 89122, 91039, 92714, 92799, 93974, 118813, 124944, 129531, 135114, 135892, 153090, 154810, 256281, 284119, 285362, 285753, 340061, 440193, 645455	MAPTAC_class_I
